id	pin	a1	stt	a1a	a2	a2a1	a2a2	a2a3	a2a4	a2a5	a2a6	a3	a4a	a4b	a4c	a4d	a4e	a4f	a4g	a4h	a4i	a4j	a5	a5a	a6_1	a6_2	a6_3	lead_staff1	lead_staff2	lead_staff3	lead_non	other_staff1	other_staff2	other_staff3	other_non	rr	university	firm	other	total	a8	a8a	a8b	b1a	b1b	b1c	b1d	b2a_1	b2a_2	b2a_3	b2a_4	b2a_5	b2a_6	b2b_1	b2b_2	b2b_3	b2b_4	b2b_5	b2b_6	b2c_1	b2c_2	b2c_3	b2c_4	b2c_5	b2c_6	b2d_1	b2d_2	b2d_3	b2d_4	b2d_5	b2d_6	b3a	b3a1	b3a2	b3b	b3b1	b3b2	b3c	b3c1	b3c2	b3d	b3d1	b3d2	b3e	b3e1	b3e2	b3f	b3f1	b3f2	b3g	b3g1	b3g2	b3h	b3h1	b3h2	c1	c1a1	c1a2	c1a3	c1b	c2	c2a1	c2a2	c2a3	c2a4	c2a5	c2a6	c2a7	c2b	c3	c4a	c4b	c4c	c4d	c5a	c5b	c5c	c5d	c6	c7	c8	c9a	c9b	c9c	c9d	c9e	c10	c11	c12	c13	c14	c14a	c15	c16_hourly	c16_daily	c16_weekly	c16_monthly	c16_partday	c16_partweek	c16_hs	c16_prek	c16_mhs	c16_other	c16_in	c16_td	c16_ps	c16_sa	c16_sasy	c16_sas	c16_none	c16a_in	c16a_td	c16a_ps	c16a_sa	non_st	c17	c18	c18a	c19a	c19b	c19c	c19d	c19e	c20a	c20b	c20c	c20d	c20e	c20f	c20g	c20h	c20i	c20j	c20k	c20l	c20m	c20n	c20o	c20p	c20q	c20r	c20s	c20t	c20u	c20v	c20w	c20x	d1a	d1b	d1c	d1d	d1e	d1f	d1g	d2	d2a1	d2a2	d2a3	d2a4	d2a5	d2a6	d2a7	d3_county	d3_zip	d3_region	d3_state	d3_other	d3_in	d3_td	d3_ps	d3_sa	d3_sasy	d3_sas	d3_none	d3_center	d3_family	d3_group	d3_inhome	d3_ffn	d3_sacenter	d3_saact	d3_hourly	d3_daily	d3_weekly	d3_monthly	d4a	d4b	d4c	d4d	d4e	d4f	d4g	d5	d6	d7	d8	d9	d9a	d9a2	d10	e1a	e1b	e1c	e1d	e2a	e2b	e2c	e2d	e2e	e2f	f1	f2	f2a	f3	f4a	f4b	f4c	f4d	f4e	f4f	f4g	f4h	f4i	f4a1	f4a2	f4a3	f6_county	f6_zip	f6_region	f6_state	f6_other	f6_in	f6_td	f6_ps	f6_sa	f6_sasy	f6_sas	f6_none	f6_center	f6_family	f6_group	f6_inhome	f6_sacenter	f6_saact	f6_special	f6c1	f7a	f7b	f7c	f7d	f7e	f8
158621284	CO2	1	Colorado	0	0	 	 	 	 	 	 	20050415	1	1	3	3	3	3	3	3	3	1	0	 	5	5	5	 	 	 	 	 	 	 	 	15296	 	 	 	15296	1	983905	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4785	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	2	-1	-1	-1	1	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	2	1	-1	1	 	1	 	1400	2	20050406	2	1	 	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	1	0	 	 	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	0	-1	-1	-1	-1	-1	1	-1	3	-1	1	-1	-1	-1	-1	-1	1	0	1	0	0	1	1	1	1	1	1	-1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	 	 	1	-1	1	-1	-1	1	1	1	1	1	-1	 	 	1	2	0	0	0	0	0	0	0	0	0	 	 	 	1	0	0	0	0	1	1	1	1	-1	-1	1	1	1	1	1	1	9	1	1	-1	-1	-1	-1	1	0
143674445	CT2	1	Connecticut	0	0	 	 	 	 	 	 	20010430	1	4	4	4	9	4	4	4	4	1	1	3	2	4	5	1000	500	 	 	 	 	 	 	 	62500	 	 	64000	1	0	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2000	3	1	12000	3	1	12000	3	9	 	 	9	 	 	9	 	 	9	 	 	9	 	 	1	-1	1	-1	 	1	1	1	-1	1	1	-1	-1	999	0	2131	150	245	1245	1	-1	 	 	20050504	 	 	-1	-1	 	 	 	 	 	 	2	1	 	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	-1	0	0	1	1	1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	-1	0	0	1	1	1	1	1	1	1	1	1	-1	1	1	1	0	0	1	9	0	0	1	0	1	1	0	9	1	0	9	1	1	0	1	0	 	 	1	1	1	-1	1	-1	-1	-1	-1	-1	1	20020101	2	1	0	1	1	1	1	1	1	1	1	1	B	C	I	0	0	1	0	0	1	1	1	1	-1	-1	1	1	1	1	1	0	0	1	1	-1	-1	-1	-1	1	0
145016698	DC2	1	District of Columbia	0	0	 	 	 	 	 	 	20040818	1	4	4	4	4	4	4	4	4	1	1	2	5	4	4	2614	1831	 	 	 	 	 	 	 	108400	 	 	112845	1	169440	0	1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	3	601	1	0	 	 	0	 	 	2	 	 	0	 	 	0	 	 	0	 	 	0	 	 	1	1	1	-1	 	1	1	-1	-1	-1	-1	-1	-1	12	1	601	31	41	454	-1	1	1	1	20040818	 	 	-1	-1	 	 	 	 	 	 	7	2	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	-1	0	0	0	0	1	1	0	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	0	-1	1	1	-1	-1	-1	1	3	-1	-1	-1	-1	-1	1	-1	0	0	0	1	1	1	1	1	1	1	1	-1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	 	 	1	1	1	-1	1	1	1	1	1	1	1	20000415	1	 	0	1	1	1	1	1	1	1	0	1	C	I	D	0	0	0	1	9	1	1	1	1	1	1	-1	1	1	0	1	0	0	1	1	-1	-1	-1	-1	1	0
173869651	DE4	1	Delware	0	0	 	 	 	 	 	 	20050516	6	6	6	6	6	6	6	6	6	1	0	 	4	4	4	0	0	0	0	0	0	0	0	0	0	0	116065	116065	1	55126	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	99999	3	1	99999	2	1	30	3	1	30	3	1	15	3	0	 	 	0	 	 	0	 	 	1	-1	1	-1	 	1	1	1	1	1	1	1	1	36	0	1180	47	83	1050	-1	1	1	 	20050430	 	 	-1	-1	 	 	 	 	 	 	2	2	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	1	1	1	1	-1	-1	1	3	-1	-1	-1	-1	-1	1	-1	1	0	0	1	0	1	1	1	1	1	-1	-1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	 	 	1	1	1	-1	-1	1	1	1	1	1	-1	20051001	1	 	2	0	1	1	1	1	1	1	0	1	G	F	E	1	0	0	1	1	1	1	1	1	1	1	-1	1	1	1	0	1	0	1	0	-1	-1	-1	-1	-1	0
192639441	FL1	1	Florida	0	1	1	0	0	0	1	0	20050501	3	3	3	3	3	3	3	3	3	3	0	 	4	4	4	12000	3000	3000	 	 	 	 	 	 	 	 	 	18000	1	6381088	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	16233	1	1	7103	1	0	 	 	1	5449	1	1	3681	1	0	 	 	0	 	 	0	 	 	2	-1	-1	-1	1	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	2	1	-1	-1	 	1	 	.02	2	20041210	2	1	 	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	-1	1	1	1	1	0	0	 	 	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	0	1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	1	1	1	1	1	1	-1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	 	 	1	-1	1	-1	-1	1	1	1	1	1	-1	20050510	2	2	1	0	0	0	1	0	0	0	0	0	D	 	 	1	0	0	0	0	1	1	1	1	1	1	-1	1	1	0	0	1	0	0	0	-1	-1	-1	-1	-1	0
149299113	GA2	1	Georgia	0	1	1	1	0	0	0	0	20030615	1	6	6	6	6	6	6	6	6	1	0	 	4	4	4	0	0	0	0	0	0	0	0	0	0	0	106572	106572	1	617454	1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	2	7500	1	1	5000	1	1	1400	1	2	 	 	0	 	 	0	 	 	0	 	 	0	 	 	1	1	-1	-1	 	1	1	-1	-1	-1	-1	-1	-1	5	0	9810	6000	200	3009	-1	1	 	 	20050415	 	 	-1	-1	 	 	 	 	 	 	4	1	 	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	-1	-1	-1	1	1	1	0	0	0	 	 	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	0	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	 	 	0	1	1	-1	1	-1	1	1	1	-1	1	20050404	2	2	0	1	1	1	1	1	1	1	1	1	B	I	E	1	0	1	0	0	1	1	1	1	1	1	-1	1	1	1	0	0	0	0	1	1	-1	-1	-1	-1	1
168378205	GU2	2	Guam	0	0	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	9	1	0	 	4	5	5	863	31	487	 	 	 	 	 	 	 	 	 	1381	1	1381	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	62	1	1	1	1	1	24	1	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	1	1	1	-1	 	0	-1	-1	-1	-1	-1	-1	-1	 	0	112	6	2	99999	-1	1	1	 	20050724	 	 	-1	-1	 	 	 	 	 	 	2	1	 	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	-1	-1	-1	1	1	1	1	0	0	 	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	0	-1	-1	-1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	 	 	1	-1	-1	-1	1	-1	1	1	1	1	-1	20051001	2	4	2	1	0	0	0	0	1	1	0	0	F	A	G	0	0	0	0	0	1	0	0	0	-1	-1	-1	1	1	1	1	0	0	0	1	-1	-1	-1	-1	-1	0
149519802	HI1	1	Hawaii	0	0	 	 	 	 	 	 	20050515	1	3	3	3	3	3	6	1	9	1	0	 	4	5	5	3000	3000	2000	 	 	 	 	 	 	 	 	10000	18000	1	240000	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	99999	1	0	 	 	0	 	 	2	 	 	0	 	 	0	 	 	0	 	 	0	 	 	1	1	1	-1	 	 	-1	-1	-1	-1	-1	-1	-1	950	0	1011	152	 	859	-1	1	 	 	20040115	 	 	-1	-1	 	 	 	 	 	 	9	2	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	-1	1	1	1	1	0	0	 	 	1	1	1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	9	1	1	1	1	1	-1	-1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	 	 	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20060101	0	 	0	1	1	1	1	1	1	1	0	1	B	E	G	0	0	0	1	0	1	0	1	1	1	1	-1	1	1	1	0	1	0	0	1	1	-1	-1	-1	-1	0
132593801	IA	1	Iowa	0	1	0	0	0	0	1	0	20041215	1	3	3	3	3	3	1	1	1	1	0	 	4	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	1	4000000	1	0	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	3858	1	1	788	1	1	 	 	0	 	 	1	0	 	0	 	 	0	 	 	0	 	 	2	-1	-1	-1	1	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	2	0	1	-1	 	1	1	 	4	20041115	1	2	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	-1	-1	1	1	1	1	0	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	1	1	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	 	 	1	1	-1	-1	1	1	1	1	-1	-1	-1	20050901	1	2	1	0	1	1	1	1	1	 	 	 	B	D	F	0	0	0	1	1	1	1	1	1	1	1	-1	1	1	1	 	0	0	0	1	-1	-1	-1	-1	-1	0
144583447	ID1	1	Idaho	2	0	 	 	 	 	 	 	20041215	1	3	3	3	3	1	1	1	9	9	0	 	5	5	5	1000	 	 	 	 	 	 	 	1000	 	 	 	2000	1	2650000	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	99999	1	1	99999	1	1	99999	1	2	 	 	1	99999	1	1	1	1	2	99999	1	0	 	 	2	-1	-1	-1	1	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	1	1	1	-1	 	 	 	.3	1	20041115	1	2	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	-1	-1	1	1	1	1	1	0	0	 	 	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	1	1	1	1	-1	-1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	9	0	9	0	0	0	0	0	 	 	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	20010101	0	 	0	0	1	0	1	1	0	1	0	1	B	E	D	0	0	1	0	0	1	1	1	1	-1	-1	1	1	1	1	0	0	0	0	0	1	-1	-1	-1	-1	0
148994752	IL1	1	Illinois	0	0	 	 	 	 	 	 	20041231	1	9	9	3	3	3	4	4	4	1	0	 	3	2	3	1350	1550	0	0	0	0	0	0	0	80000	0	0	82900	1	8470000	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	9222	1	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	2	-1	-1	-1	1	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	1	1	-1	-1	 	1	 	999	1	20031231	2	2	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	-1	1	1	1	1	0	0	 	 	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	0	1	1	1	-1	-1	1	-1	2	-1	1	-1	-1	-1	1	-1	1	0	1	0	0	1	1	1	1	1	1	-1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	 	 	0	1	-1	-1	1	1	1	1	1	-1	1	20000701	0	 	0	1	1	1	1	1	0	0	0	1	I	C	E	1	0	1	0	0	1	1	1	1	1	1	-1	1	1	1	0	0	0	0	0	1	-1	-1	-1	-1	0
145363515	IN2	1	Indiana	0	0	 	 	 	 	 	 	20050101	1	1	3	3	3	3	6	6	6	1	0	 	4	4	4	5000	2500	 	 	 	 	 	 	2000	 	 	5000	14500	1	106000	1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	5400	1	1	3198	1	1	1100	1	1	660	1	1	99999	1	0	 	 	0	 	 	0	 	 	2	-1	-1	-1	3	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	2	1	-1	1	 	 	 	300	1	20050118	3	1	 	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	-1	1	1	1	1	0	0	 	 	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	0	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	1	1	1	1	1	1	-1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	 	 	1	1	1	-1	-1	1	1	1	1	1	-1	20050615	2	4	2	1	1	1	1	1	1	1	1	1	E	H	B	1	0	0	0	0	1	1	1	1	1	1	-1	1	1	0	1	0	0	0	1	-1	-1	-1	-1	-1	0
147605815	KS1	1	Kansas	0	0	 	 	 	 	 	 	20040830	1	9	9	3	3	3	1	1	1	1	0	 	5	5	5	 	 	 	 	 	 	 	 	 	 	 	 	999999	1	1286634	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	2	7283	1	0	 	 	0	 	 	0	 	 	0	 	 	1	99999	1	0	 	 	0	 	 	2	-1	-1	-1	1	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	2	1	1	-1	 	1	1	999	1	20040401	3	1	 	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	 	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	0	1	1	0	1	1	1	1	1	1	-1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	 	 	1	1	-1	-1	1	-1	1	-1	-1	-1	1	20050501	2	5	0	0	1	1	1	1	0	1	0	1	E	B	I	1	0	1	0	0	1	1	1	1	-1	-1	1	1	1	0	1	0	0	1	1	-1	-1	-1	-1	-1	0
181423848	KY3	1	Kentucky	0	1	1	0	0	1	0	1	20050515	3	3	3	3	3	3	3	3	3	3	0	 	9	9	9	 	 	 	 	 	 	 	 	8000	 	 	 	8000	1	1906414	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	2933	1	0	 	 	0	 	 	2	 	 	0	 	 	0	 	 	0	 	 	0	 	 	2	-1	-1	-1	1	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	2	0	-1	-1	 	1	 	500	0	20050415	3	2	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	-1	-1	1	0	0	1	1	0	0	 	 	1	1	1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	0	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	1	1	1	1	-1	-1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	 	 	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	20050515	1	 	0	1	1	1	1	1	1	1	1	1	B	A	I	1	0	1	0	0	1	1	1	1	-1	-1	1	1	1	0	1	0	0	1	0	1	-1	-1	-1	1	0
197728220	LS1	1	Louisiana	0	0	 	 	 	 	 	 	20050915	1	1	5	5	5	5	5	5	5	1	1	2	5	5	5	 	 	 	 	 	 	 	 	 	 	49982	 	49982	1	569316	1	1	1	-1	1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	3	12000	1	0	 	 	1	3403	1	2	 	 	0	 	 	0	 	 	0	 	 	0	 	 	1	1	-1	-1	 	0	-1	-1	-1	-1	-1	-1	-1	 	0	12000	3959	1548	6493	-1	1	1	 	20060915	 	 	-1	-1	 	 	 	 	 	 	6	1	 	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	-1	-1	1	1	1	1	1	1	0	 	 	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	1	1	1	1	1	1	1	-1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	 	 	1	1	1	-1	-1	1	1	1	1	1	1	20040501	0	 	0	1	1	1	1	1	1	1	1	1	E	C	I	0	0	0	1	0	1	1	1	1	1	1	-1	1	1	0	1	1	0	1	0	-1	-1	-1	-1	-1	1
144805719	MA2	1	Massachusetts	0	0	 	 	 	 	 	 	20021231	5	4	5	5	9	5	1	5	5	5	1	1	5	3	3	15000	10000	 	 	 	 	 	 	 	 	200000	 	225000	1	8000000	1	1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	15000	3	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	1	-1	1	-1	 	1	1	-1	-1	-1	-1	-1	-1	25	1	3657	 	 	2531	-1	1	1	1	20021101	 	 	-1	-1	 	 	 	 	 	 	4	2	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	-1	1	1	1	1	0	1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	1	-1	1	-1	3	-1	1	-1	-1	-1	-1	-1	0	1	1	0	1	1	1	1	1	1	1	-1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	 	 	1	1	1	-1	-1	1	1	1	1	1	-1	20040701	2	4	0	1	1	1	1	0	1	1	0	1	B	C	G	0	0	1	0	0	1	1	1	1	1	1	-1	1	1	1	1	1	0	0	1	1	1	-1	-1	1	0
187193403	MD1	1	Maryland	0	0	 	 	 	 	 	 	20050215	3	3	3	3	3	3	3	3	3	3	0	 	4	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3800000	1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	14020	1	0	 	 	0	 	 	2	 	 	0	 	 	1	2	1	0	 	 	0	 	 	2	-1	-1	-1	1	 	-1	-1	-1	-1	-1	-1	-1	 	 	 	 	 	 	-1	-1	 	 	 	0	 	-1	-1	 	 	 	4096	0	20050730	2	1	 	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	-1	1	0	1	1	1	0	 	 	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	0	1	1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	 	 	0	1	1	-1	-1	-1	1	1	1	-1	1	20020101	2	1	0	0	1	1	1	1	1	1	0	1	B	C	E	0	0	1	0	0	1	0	0	0	-1	-1	-1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0
139125207	ME1	1	Maine	2	0	 	 	 	 	 	 	20040401	1	5	5	5	9	5	5	5	5	1	0	 	5	3	5	2500	3000	 	1500	 	 	 	 	 	 	43000	 	50000	1	1976915	 	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2538	1	0	 	 	0	 	 	0	 	 	0	 	 	0	 	 	2	12	1	0	 	 	1	1	-1	-1	 	1	1	-1	-1	-1	-1	-1	-1	20	0	2550	993	0	1557	1	1	1	 	20040401	 	 	-1	-1	 	 	 	 	 	 	4	1	 	1	1	1	1	1	 	 	1	0	0	 	1	1	1	1	1	1	-1	1	1	1	1	0	0	 	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	-1	1	0	0	1	0	1	1	1	1	1	-1	-1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	 	 	1	1	1	-1	1	-1	-1	1	1	-1	1	20040801	2	4	1	1	1	1	1	1	1	1	1	1	D	G	E	1	0	0	0	0	1	1	1	1	1	1	-1	1	1	0	0	1	0	0	0	1	-1	-1	-1	-1	0
